drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
181522,Unidentified pharmacological activity,STC-3141,,,,
181578,Unidentified pharmacological activity,ResCure,,,,
181599,Unidentified pharmacological activity,TSHA-102,,,,
181727,Unidentified pharmacological activity,bioven,,,,
181738,Unidentified pharmacological activity,CORVITIN,,,,
181739,Unidentified pharmacological activity,"Quertin, PJSC SIC Borshchahivskiy CPP",,,,
181841,Unidentified pharmacological activity,HFT-012,,,,
181846,Unidentified pharmacological activity,"AT-301, Atossa Therapeutics",,,,
181908,Unidentified pharmacological activity,"recombinant human anti-rabies monoclonal antibody, North China Pharmaceutical",,,,
181964,Unidentified pharmacological activity,MD-110,,,,
181971,Unidentified pharmacological activity,Stravix,,,,
181975,Unidentified pharmacological activity,TP-168,,,,
181983,Unidentified pharmacological activity,TQB-3473,,,,
181985,Unidentified pharmacological activity,T-COVID,,,,
181992,Unidentified pharmacological activity,kanuka oil,,,,
182004,Unidentified pharmacological activity,"interferon, unspecified",,,,
182070,Unidentified pharmacological activity,SYHA-1805,,,,
182078,Unidentified pharmacological activity,"mesenchymal stem cells derived exosomes, Kimera Labs",,,,
182116,Unidentified pharmacological activity,PBK-1801,,,,
182132,Unidentified pharmacological activity,QuadraMune,,,,
182151,Unidentified pharmacological activity,IVIEW-1503,,,,
182159,Unidentified pharmacological activity,"2-deoxy-D-glucose, Dr. Reddy's Laboratories",,,,
182196,Unidentified pharmacological activity,BI-764524,,,,
182268,Unidentified pharmacological activity,CN-1,,,,
182276,Unidentified pharmacological activity,CHOA_PLCR Capsule,,,,
182308,Unidentified pharmacological activity,BT-051,,,,
182310,Unidentified pharmacological activity,"COVID-19 monoclonal antibody, Tychan",,,,
182322,Unidentified pharmacological activity,CLM-HT-01,,,,
182434,Unidentified pharmacological activity,TRC-041266,,,,
182460,Unidentified pharmacological activity,BSI-045B,,,,
182461,Unidentified pharmacological activity,MF-018,,,,
182498,Unidentified pharmacological activity,"COVID-19 therapy, Bio-Thera Solutions",,,,
182563,Unidentified pharmacological activity,"antiviral therapy, WPD Pharmaceuticals",,,,
182610,Unidentified pharmacological activity,BI-764532,,,,
182628,Unidentified pharmacological activity,OMT-111,,,,
182667,Unidentified pharmacological activity,DST-8294,,,,
182753,Unidentified pharmacological activity,ZZ-06,,,,
182805,Unidentified pharmacological activity,BI-1595043,,,,
182858,Unidentified pharmacological activity,UCB-8600,,,,
182881,Unidentified pharmacological activity,BMS-986331,,,,
182938,Unidentified pharmacological activity,SHR-A1811,,,,
183019,Unidentified pharmacological activity,ATB-101,,,,
183069,Unidentified pharmacological activity,COR-101,,,,
183081,Unidentified pharmacological activity,BI-1569912,,,,
183087,Unidentified pharmacological activity,TQB-3562,,,,
183089,Unidentified pharmacological activity,CN-201,,,,
183135,Unidentified pharmacological activity,BEM-050,,,,
183161,Unidentified pharmacological activity,ACT-541478,,,,
183204,Unidentified pharmacological activity,OPN-019,,,,
183207,Unidentified pharmacological activity,CN-202,,,,
183216,Unidentified pharmacological activity,CAN-103,,,,
183305,Unidentified pharmacological activity,manremyc,,,,
183353,Unidentified pharmacological activity,DKB-19002,,,,
183383,Unidentified pharmacological activity,I-022,,,,
183386,Unidentified pharmacological activity,"oxygen microbubbles, NuvOx Pharma",,,,
183421,Unidentified pharmacological activity,TCK-276,,,,
183431,Unidentified pharmacological activity,HYD-PEP06,,,,
183464,Unidentified pharmacological activity,SY-3417,,,,
183574,Unidentified pharmacological activity,JNJ-66525433,,,,
183589,Unidentified pharmacological activity,BHV-1200,,,,
183625,Unidentified pharmacological activity,HU-6,,,,
183628,Unidentified pharmacological activity,"acetaminophen + oxycodone, Proteus Digital Health",,,,
183629,Unidentified pharmacological activity,PDI-01,,,,
183634,Unidentified pharmacological activity,TQS-168,,,,
183635,Unidentified pharmacological activity,"GLY-200, Glyscend Therapeutics",,,,
183706,Unidentified pharmacological activity,YH-35324,,,,
183710,Unidentified pharmacological activity,MAN-19,,,,
183741,Unidentified pharmacological activity,BLYG-8824A,,,,
183787,Unidentified pharmacological activity,"COVID-19 cannabinoid therapy, Pascal Biosciences",,,,
183792,Unidentified pharmacological activity,PN-101,,,,
183819,Unidentified pharmacological activity,"suramin sodium (IV), PaxMedica",,,,
183877,Unidentified pharmacological activity,TQB-3454,,,,
183912,Unidentified pharmacological activity,"deuterated mitragynine, ATAI Life Sciences",,,,
183922,Unidentified pharmacological activity,"butylphthalide, Nanjing Yoko Pharmaceutical Co.",,,,
183931,Unidentified pharmacological activity,"COVID-19 therapy, Celon Pharma",,,,
183977,Unidentified pharmacological activity,APB-A001,,,,
183997,Unidentified pharmacological activity,CT-1803,,,,
184027,Unidentified pharmacological activity,RO-6953958,,,,
184036,Unidentified pharmacological activity,AIP-303,,,,
184043,Unidentified pharmacological activity,GSK-2556286,,,,
184075,Unidentified pharmacological activity,DWJ-1464,,,,
184215,Unidentified pharmacological activity,hUC-MSC PLEB-001,,,,
184230,Unidentified pharmacological activity,JNJ-64281802,,,,
184290,Unidentified pharmacological activity,HRS-5091,,,,
184301,Unidentified pharmacological activity,HPN-01,,,,
184355,Unidentified pharmacological activity,SP-624,,,,
184363,Unidentified pharmacological activity,PLB-1004,,,,
184375,Unidentified pharmacological activity,DWJ-1439,,,,
184429,Unidentified pharmacological activity,GCWB-106,,,,
184438,Unidentified pharmacological activity,FIA-586,,,,
184480,Unidentified pharmacological activity,"aerosolized hydroxychloroquine sulfate, Pulmoquine Therapeutics",,,,
184485,Unidentified pharmacological activity,AS-012,,,,
184531,Unidentified pharmacological activity,ADTP-02,,,,
184562,Unidentified pharmacological activity,ambronac,,,,
184681,Unidentified pharmacological activity,"changkang granules, Tasly Pharmaceuticals",,,,
184687,Unidentified pharmacological activity,GSK-3739937,,,,
184718,Unidentified pharmacological activity,"platelet lysate, Regenexx",,,,
184730,Unidentified pharmacological activity,TGL-100,,,,
184747,Unidentified pharmacological activity,"AD-214, Addpharma",,,,
184758,Unidentified pharmacological activity,INM-005,,,,
184846,Unidentified pharmacological activity,RG-6312,,,,
184849,Unidentified pharmacological activity,RG-6318,,,,
184993,Unidentified pharmacological activity,AGN-193408 SR,,,,
185022,Unidentified pharmacological activity,HB-0017,,,,
185023,Unidentified pharmacological activity,HNC-664,,,,
185067,Unidentified pharmacological activity,Iberet-Folic-500,,,,
185085,Unidentified pharmacological activity,ONO-2910,,,,
185121,Unidentified pharmacological activity,CGB-400,,,,
185147,Unidentified pharmacological activity,"niclosamide, ANA Therapeutics",,,,
185260,Unidentified pharmacological activity,SPYK-04,,,,
185317,Unidentified pharmacological activity,amilo-5MER,,,,
185332,Unidentified pharmacological activity,"Hydroxychloroquine, Taiwan Liposome Company",,,,
185335,Unidentified pharmacological activity,"anti-SARS-CoV-2 equine immunoglobulin fragments, Inosan Biopharma",,,,
185342,Unidentified pharmacological activity,JRF-101,,,,
185417,Unidentified pharmacological activity,Treamide,,,,
185485,Unidentified pharmacological activity,"fecal microbial transplantation therapy, Ella Therapeutics",,,,
185519,Unidentified pharmacological activity,"enisamium iodide, avexima",,,,
185529,Unidentified pharmacological activity,X-Synergy,,,,
185595,Unidentified pharmacological activity,"BT-20, Bone Therapeutics",,,,
185607,Unidentified pharmacological activity,ND-340,,,,
185754,Unidentified pharmacological activity,"AGT, unspecified",,,,
185755,Unidentified pharmacological activity,"AGZ, unspecified",,,,
185868,Unidentified pharmacological activity,TYME-19,,,,
185885,Unidentified pharmacological activity,BGB-DXP593,,,,
185951,Unidentified pharmacological activity,MW-33,,,,
185969,Unidentified pharmacological activity,PS-101,,,,
186006,Unidentified pharmacological activity,FBX-101,,,,
186021,Unidentified pharmacological activity,EP-0042,,,,
186120,Unidentified pharmacological activity,"M-102, Aclipse Therapeutics",,,,
186144,Unidentified pharmacological activity,HEC-121120,,,,
186186,Unidentified pharmacological activity,Gelesis-100,,,,
186217,Unidentified pharmacological activity,AH-101-CVD,,,,
186220,Unidentified pharmacological activity,AH-301-CCA,,,,
186221,Unidentified pharmacological activity,AH-401-CKD,,,,
186334,Unidentified pharmacological activity,LNK-01001,,,,
186339,Unidentified pharmacological activity,NEX-L15,,,,
186484,Unidentified pharmacological activity,DXP-604,,,,
186711,Unidentified pharmacological activity,RSV-A Memphis 37b virus,,,,
186761,Unidentified pharmacological activity,SPOR-COV,,,,
186804,Unidentified pharmacological activity,A51R2,,,,
186805,Unidentified pharmacological activity,A51R1,,,,
186806,Unidentified pharmacological activity,AJU A51,,,,
186812,Unidentified pharmacological activity,"allogeneic mesenchymal stem cell therapy, Tella",,,,
186884,Unidentified pharmacological activity,CKD-352,,,,
186900,Unidentified pharmacological activity,Slavinorm,,,,
186913,Unidentified pharmacological activity,DKB2002-T,,,,
186935,Unidentified pharmacological activity,ABBV-382,,,,
186975,Unidentified pharmacological activity,ONR-13,,,,
186976,Unidentified pharmacological activity,JNJ-64251330,,,,
187010,Unidentified pharmacological activity,Angipur,,,,
187017,Unidentified pharmacological activity,YHP-1811,,,,
187059,Unidentified pharmacological activity,RO-7425781,,,,
187062,Unidentified pharmacological activity,ATA-100,,,,
187092,Unidentified pharmacological activity,SC-0062,,,,
187116,Unidentified pharmacological activity,EG-009A,,,,
187130,Unidentified pharmacological activity,SHR-1819,,,,
187142,Unidentified pharmacological activity,"COVID-19 therapy, Particle Life Sciences",,,,
187236,Unidentified pharmacological activity,LMN-301,,,,
187295,Unidentified pharmacological activity,YHR-1811,,,,
187333,Unidentified pharmacological activity,AJU-A01,,,,
187334,Unidentified pharmacological activity,AJU-A01-R,,,,
187343,Unidentified pharmacological activity,DKB-2006-T,,,,
187344,Unidentified pharmacological activity,DKB-2006-R,,,,
187366,Unidentified pharmacological activity,Haemoblock,,,,
187373,Unidentified pharmacological activity,"lipovirtide, Shanxi Kangbao Biological Product Co.",,,,
187376,Unidentified pharmacological activity,DW-1806,,,,
187420,Unidentified pharmacological activity,TRP-8802,,,,
187434,Unidentified pharmacological activity,noliglycopeptide,,,,
187504,Unidentified pharmacological activity,CMG-1903,,,,
187510,Unidentified pharmacological activity,AD-218,,,,
187515,Unidentified pharmacological activity,AKP-009,,,,
187643,Unidentified pharmacological activity,"dihydroergotamine, Pulmatrix",,,,
187666,Unidentified pharmacological activity,RS-1805,,,,
187675,Unidentified pharmacological activity,RD07,,,,
187695,Unidentified pharmacological activity,H008,,,,
187698,Unidentified pharmacological activity,BJY-803,,,,
187756,Unidentified pharmacological activity,"human placental mesenchymal stem cell, Beijing Health-Biotech Group",,,,
187759,Unidentified pharmacological activity,MR-107A-01,,,,
187783,Unidentified pharmacological activity,"meflunidone hydrochloride, Guangzhou Nanxin Pharmaceutical Co.",,,,
187814,Unidentified pharmacological activity,AD-109,,,,
187944,Unidentified pharmacological activity,CTH-120,,,,
187945,Unidentified pharmacological activity,VC-004,,,,
187948,Unidentified pharmacological activity,GW-117,,,,
187961,Unidentified pharmacological activity,"thymosin alpha 1, Gufic Biosciences",,,,
187966,Unidentified pharmacological activity,"cabozantinib malate, Jiangsu Vcare Pharmatech",,,,
188194,Unidentified pharmacological activity,ACTEX-M,,,,
188198,Unidentified pharmacological activity,PG-011,,,,
188200,Unidentified pharmacological activity,CoviTone,,,,
188212,Unidentified pharmacological activity,xanthine,,,,
188225,Unidentified pharmacological activity,ADM03820,,,,
188315,Unidentified pharmacological activity,TD-1058,,,,
188338,Unidentified pharmacological activity,KD6-001,,,,
188341,Unidentified pharmacological activity,YPS-345,,,,
188390,Unidentified pharmacological activity,KHK-4951,,,,
188441,Unidentified pharmacological activity,"paclitaxel protein-bound particles, Mylan",,,,
188567,Unidentified pharmacological activity,HN0141,,,,
188635,Unidentified pharmacological activity,"Berlim 25/20 association, EMS",,,,
188676,Unidentified pharmacological activity,LY-03009,,,,
188680,Unidentified pharmacological activity,T Heal,,,,
188723,Unidentified pharmacological activity,RO-7223280,,,,
188775,Unidentified pharmacological activity,"Berlim 25/10 association, EMS",,,,
188787,Unidentified pharmacological activity,HRF-10071,,,,
188814,Unidentified pharmacological activity,E-8001,,,,
188830,Unidentified pharmacological activity,WX-081,,,,
188854,Unidentified pharmacological activity,PH-007,,,,
188856,Unidentified pharmacological activity,RG-6315,,,,
188872,Unidentified pharmacological activity,DW-17031,,,,
188925,Unidentified pharmacological activity,GS300,,,,
188939,Unidentified pharmacological activity,MG-K10,,,,
188949,Unidentified pharmacological activity,HR-17020,,,,
189035,Unidentified pharmacological activity,"niclosamide, Union Therapeutics - 2",,,,
189037,Unidentified pharmacological activity,LW-402,,,,
189039,Unidentified pharmacological activity,TaffiX,,,,
189156,Unidentified pharmacological activity,"5-aminolevulinic phosphoric acid + sodium ferrous citrate, Neopharma",,,,
189157,Unidentified pharmacological activity,KKM-184-D,,,,
189187,Unidentified pharmacological activity,SIR1-365,,,,
189355,Unidentified pharmacological activity,SNG-100,,,,
189425,Unidentified pharmacological activity,nanoAgCide,,,,
189430,Unidentified pharmacological activity,[177Lu]Ludotadipep,,,,
189431,Unidentified pharmacological activity,AZD-3427,,,,
189446,Unidentified pharmacological activity,KPCXM-18,,,,
189512,Unidentified pharmacological activity,D0-85,,,,
189513,Unidentified pharmacological activity,BEN-2293,,,,
189519,Unidentified pharmacological activity,CEB-01 + SN-38,,,,
189521,Unidentified pharmacological activity,ASKB-589,,,,
189565,Unidentified pharmacological activity,C-019199,,,,
189579,Unidentified pharmacological activity,"CP-COV03, CNpharm",,,,
189617,Unidentified pharmacological activity,MHU-650,,,,
189710,Unidentified pharmacological activity,BC-003,,,,
189715,Unidentified pharmacological activity,"grandazole, Yuria-Pharm",,,,
189716,Unidentified pharmacological activity,"ornidazole+lefloxin, Yuria-Pharm",,,,
189724,Unidentified pharmacological activity,HW-130,,,,
189735,Unidentified pharmacological activity,HS-10356,,,,
189762,Unidentified pharmacological activity,1PC-111,,,,
189817,Unidentified pharmacological activity,"dextrolipoic acid lysine, Nanjing Heron Pharmaceutical Co.",,,,
189824,Unidentified pharmacological activity,YPT-01,,,,
189844,Unidentified pharmacological activity,UCB-9741,,,,
189872,Unidentified pharmacological activity,TAK-669,,,,
189888,Unidentified pharmacological activity,AD-182,,,,
189889,Unidentified pharmacological activity,AD-504,,,,
189914,Unidentified pharmacological activity,HLK-1001,,,,
189932,Unidentified pharmacological activity,SG-3847,,,,
189936,Unidentified pharmacological activity,SG-1409,,,,
189937,Unidentified pharmacological activity,SG180X,,,,
189946,Unidentified pharmacological activity,HLK-6002,,,,
189980,Unidentified pharmacological activity,pirdal nasal spray,,,,
190100,Unidentified pharmacological activity,HCP-1903,,,,
190101,Unidentified pharmacological activity,HGP-1909,,,,
190102,Unidentified pharmacological activity,HGP-1910,,,,
190103,Unidentified pharmacological activity,HGP-1911,,,,
190127,Unidentified pharmacological activity,UCB-7853,,,,
190145,Unidentified pharmacological activity,TUL-01101,,,,
190149,Unidentified pharmacological activity,CLE-600,,,,
190257,Unidentified pharmacological activity,LMN-201,,,,
190318,Unidentified pharmacological activity,YMH-1007,,,,
190355,Unidentified pharmacological activity,HEC-95468,,,,
190361,Unidentified pharmacological activity,DKB-2011,,,,
190511,Unidentified pharmacological activity,VT-3989,,,,
190566,Unidentified pharmacological activity,ELE-Psilo+,,,,
190573,Unidentified pharmacological activity,PalinGen Flow,,,,
190575,Unidentified pharmacological activity,TQA-3729,,,,
190593,Unidentified pharmacological activity,TheraFlu ExtraTab,,,,
190643,Unidentified pharmacological activity,cedarizumab,,,,
190647,Unidentified pharmacological activity,SC-0191,,,,
190680,Unidentified pharmacological activity,CORT-125329,,,,
190728,Unidentified pharmacological activity,REM-0046127,,,,
190748,Unidentified pharmacological activity,JX11502MA,,,,
190758,Unidentified pharmacological activity,BC-3402,,,,
190765,Unidentified pharmacological activity,AVR-RD-06,,,,
190824,Unidentified pharmacological activity,EARLI-001,,,,
190832,Unidentified pharmacological activity,LH-1801,,,,
190891,Unidentified pharmacological activity,NNC0113-6860,,,,
190892,Unidentified pharmacological activity,NNC0113-6861,,,,
190893,Unidentified pharmacological activity,NNC-0113-6891,,,,
190926,Unidentified pharmacological activity,CC-95266,,,,
190993,Unidentified pharmacological activity,SGN-STNV,,,,
190995,Unidentified pharmacological activity,NORA-0376,,,,
190998,Unidentified pharmacological activity,NIP-046,,,,
191068,Unidentified pharmacological activity,MH-048,,,,
191085,Unidentified pharmacological activity,"chloroquine phosphate, Guangzhou Hybribio Biotech Co.",,,,
191086,Unidentified pharmacological activity,CKD-388,,,,
191097,Unidentified pharmacological activity,BMS-986325,,,,
191169,Unidentified pharmacological activity,OPB-171775,,,,
191180,Unidentified pharmacological activity,CAL-056 mesylate,,,,
191201,Unidentified pharmacological activity,"Madalena association, EMS",,,,
191204,Unidentified pharmacological activity,SVF-CLI/ED,,,,
191211,Unidentified pharmacological activity,BM001,,,,
191254,Unidentified pharmacological activity,WXWH-0226,,,,
191270,Unidentified pharmacological activity,CNP-104,,,,
191286,Unidentified pharmacological activity,ETX-018810,,,,
191322,Unidentified pharmacological activity,PB432,,,,
191328,Unidentified pharmacological activity,AD-213,,,,
191337,Unidentified pharmacological activity,ERUCOV-VAC,,,,
191422,Unidentified pharmacological activity,ZD-03,,,,
191426,Unidentified pharmacological activity,AD-212,,,,
191520,Unidentified pharmacological activity,RB-0004,,,,
191597,Unidentified pharmacological activity,"MT-201, Myeloid Therapeutics",,,,
191606,Unidentified pharmacological activity,LX-2006,,,,
191616,Unidentified pharmacological activity,visantinib,,,,
191618,Unidentified pharmacological activity,LX-1001,,,,
191696,Unidentified pharmacological activity,AD-217,,,,
191700,Unidentified pharmacological activity,KPP-2003,,,,
191712,Unidentified pharmacological activity,DKB-2007,,,,
191716,Unidentified pharmacological activity,RN-0001,,,,
191720,Unidentified pharmacological activity,9MW-0813,,,,
191722,Unidentified pharmacological activity,"povidone-iodine, Zdorovye",,,,
191723,Unidentified pharmacological activity,"Betadine, Egis Pharmaceuticals",,,,
191740,Unidentified pharmacological activity,CKD-382,,,,
191848,Unidentified pharmacological activity,GR-1603,,,,
191857,Unidentified pharmacological activity,QR-12000,,,,
191971,Unidentified pharmacological activity,YZJ-2440 maleate,,,,
192075,Unidentified pharmacological activity,JS-109,,,,
192076,Unidentified pharmacological activity,D026,,,,
192086,Unidentified pharmacological activity,AG-1813,,,,
192158,Unidentified pharmacological activity,LL-BMT-1,,,,
192167,Unidentified pharmacological activity,JMB-2002,,,,
192173,Unidentified pharmacological activity,AGX-0073,,,,
192190,Unidentified pharmacological activity,ES-481,,,,
192240,Unidentified pharmacological activity,ABBV-1882,,,,
192243,Unidentified pharmacological activity,"gene activated matrix, Histograft",,,,
192248,Unidentified pharmacological activity,YZJ-1495 hydrochloride,,,,
192383,Unidentified pharmacological activity,KF-0210,,,,
192386,Unidentified pharmacological activity,Hexagen,,,,
192402,Unidentified pharmacological activity,BI-765080,,,,
192497,Unidentified pharmacological activity,QHRD-102,,,,
192522,Unidentified pharmacological activity,HT-006,,,,
192574,Unidentified pharmacological activity,YZJ-3058,,,,
192584,Unidentified pharmacological activity,Colgate Peroxyl (Mouthwash),,,,
192585,Unidentified pharmacological activity,Oral-B Gum & Enamel Care,,,,
192594,Unidentified pharmacological activity,AMG-994,,,,
192600,Unidentified pharmacological activity,KP-104,,,,
192616,Unidentified pharmacological activity,AI-201901,,,,
192625,Unidentified pharmacological activity,Gen1E-1124,,,,
192648,Unidentified pharmacological activity,SS-001,,,,
192655,Unidentified pharmacological activity,NIP-292,,,,
192693,Unidentified pharmacological activity,HCQ01,,,,
192744,Unidentified pharmacological activity,"DOLCE/NTI, Neurotech",,,,
192793,Unidentified pharmacological activity,VG081821-AC,,,,
192794,Unidentified pharmacological activity,ZRC-3308,,,,
192810,Unidentified pharmacological activity,CKD-202,,,,
192850,Unidentified pharmacological activity,TAK-510,,,,
192895,Unidentified pharmacological activity,FAV00B,,,,
192905,Unidentified pharmacological activity,RC-138,,,,
192957,Unidentified pharmacological activity,EDP-721,,,,
192976,Unidentified pharmacological activity,9MW-1411,,,,
193006,Unidentified pharmacological activity,BMS-986326,,,,
193048,Unidentified pharmacological activity,AD-2132,,,,
193074,Unidentified pharmacological activity,NN-9041,,,,
193105,Unidentified pharmacological activity,"COVID-19 antibody therapy, Eli Lilly-3",,,,
193107,Unidentified pharmacological activity,"Taipugrel,  Tianjin Pharmaceutical Research Institute Co",,,,
193109,Unidentified pharmacological activity,GD-11,,,,
193113,Unidentified pharmacological activity,JLP-2002,,,,
193134,Unidentified pharmacological activity,JFAN-1001,,,,
193180,Unidentified pharmacological activity,DKB-2008,,,,
193308,Unidentified pharmacological activity,jintolizumab,,,,
193309,Unidentified pharmacological activity,TQA-3810,,,,
193316,Unidentified pharmacological activity,HEC-73077,,,,
193323,Unidentified pharmacological activity,TRG-100,,,,
193390,Unidentified pharmacological activity,SHR-1707,,,,
193398,Unidentified pharmacological activity,WIE-1901,,,,
193401,Unidentified pharmacological activity,WIE-1902,,,,
193403,Unidentified pharmacological activity,WIE-1904,,,,
193406,Unidentified pharmacological activity,WIG-PRX18,,,,
193407,Unidentified pharmacological activity,WIL-1901,,,,
193422,Unidentified pharmacological activity,VIB-1116,,,,
193453,Unidentified pharmacological activity,WIG-MS16,,,,
193454,Unidentified pharmacological activity,WIG-PE18,,,,
193455,Unidentified pharmacological activity,WIG-1809,,,,
193463,Unidentified pharmacological activity,EXO-CD24,,,,
193507,Unidentified pharmacological activity,R-bambuterol hydrochloride,,,,
193512,Unidentified pharmacological activity,"nafamostat mesylate, Beijing Saisheng Pharmaceutical Co.",,,,
193566,Unidentified pharmacological activity,ZBD-0276,,,,
193567,Unidentified pharmacological activity,RP-901,,,,
193595,Unidentified pharmacological activity,BI-765049,,,,
193606,Unidentified pharmacological activity,TER-101,,,,
193636,Unidentified pharmacological activity,HCP-1904,,,,
193641,Unidentified pharmacological activity,CDN-17010,,,,
193687,Unidentified pharmacological activity,HEC-116094,,,,
193714,Unidentified pharmacological activity,KKM-186-RC,,,,
193716,Unidentified pharmacological activity,"DWJ1445, Daewoong Pharmaceutical",,,,
193717,Unidentified pharmacological activity,"DWC202007, Daewoong Pharmaceutical",,,,
193724,Unidentified pharmacological activity,"niclosamide, Bayer",,,,
193730,Unidentified pharmacological activity,"NB-002, Ningbo NewBay Medical",,,,
193731,Unidentified pharmacological activity,Oba-01,,,,
193732,Unidentified pharmacological activity,"Levo-ornidazole phosphate disodium, Huachuang Synthetic Pharma",,,,
193734,Unidentified pharmacological activity,NBT-508,,,,
193735,Unidentified pharmacological activity,LY-3549492,,,,
193750,Unidentified pharmacological activity,DHP-2805,,,,
193832,Unidentified pharmacological activity,BMS-986308,,,,
193852,Unidentified pharmacological activity,HGP-2001,,,,
193854,Unidentified pharmacological activity,HIP-2001,,,,
193907,Unidentified pharmacological activity,"tininurad, Tianjin Pharmaceuticals Research Institute Co",,,,
193921,Unidentified pharmacological activity,LAM-AC2,,,,
193944,Unidentified pharmacological activity,"FB-2001, Frontier Biotechnologies",,,,
193979,Unidentified pharmacological activity,HS-10353,,,,
194027,Unidentified pharmacological activity,JK-0001,,,,
194028,Unidentified pharmacological activity,LBG-1600M,,,,
194035,Unidentified pharmacological activity,fluotinib maleate,,,,
194076,Unidentified pharmacological activity,H053,,,,
194099,Unidentified pharmacological activity,DWC202011,,,,
194100,Unidentified pharmacological activity,DWJ1177,,,,
194101,Unidentified pharmacological activity,DWJ-1506,,,,
194102,Unidentified pharmacological activity,DWJ-1507,,,,
194150,Unidentified pharmacological activity,YYC-506,,,,
194153,Unidentified pharmacological activity,QR-01019,,,,
194158,Unidentified pharmacological activity,HUC3-350,,,,
194190,Unidentified pharmacological activity,LP-168,,,,
194218,Unidentified pharmacological activity,EGHB-010,,,,
194221,Unidentified pharmacological activity,HT-DIT-1920,,,,
194224,Unidentified pharmacological activity,HT-DIR-1902,,,,
194252,Unidentified pharmacological activity,ISA-106,,,,
194344,Unidentified pharmacological activity,JNJ-70075200,,,,
194444,Unidentified pharmacological activity,"R-thiamine, Seoul Pharmaceuticals",,,,
194452,Unidentified pharmacological activity,TTBT-01,,,,
194468,Unidentified pharmacological activity,"cyclodextrin, Cloudbreak Therapeutics",,,,
194477,Unidentified pharmacological activity,EVX-301,,,,
194495,Unidentified pharmacological activity,CC-96191,,,,
194556,Unidentified pharmacological activity,HT-13,,,,
194596,Unidentified pharmacological activity,"CT-102, Hangzhou Tianlong Pharmaceutical",,,,
194724,Unidentified pharmacological activity,MSB-6005,,,,
194725,Unidentified pharmacological activity,WHG-626,,,,
194820,Unidentified pharmacological activity,"hydroxychloroquine, PureIMS",,,,
194821,Unidentified pharmacological activity,A51R3,,,,
194825,Unidentified pharmacological activity,"nitrosooxypropanol, Attgeno",,,,
194830,Unidentified pharmacological activity,"4th core inhibitor, Assembly Biosciences",,,,
194865,Unidentified pharmacological activity,SHR-1905,,,,
194884,Unidentified pharmacological activity,NVP-2002,,,,
194893,Unidentified pharmacological activity,MWPC-005,,,,
194912,Unidentified pharmacological activity,BI-1819479,,,,
194915,Unidentified pharmacological activity,CimetrA-1,,,,
194956,Unidentified pharmacological activity,"KP-201, Korea Pharma Co",,,,
194964,Unidentified pharmacological activity,AL-044,,,,
194989,Unidentified pharmacological activity,"anti-SARS-CoV-2 monoclonal antibody, AbbVie",,,,
195001,Unidentified pharmacological activity,ABBV-623,,,,
195002,Unidentified pharmacological activity,ABBV-992,,,,
196141,Unidentified pharmacological activity,RL-007,,,,
196236,Unidentified pharmacological activity,"picrocamide B mesylate, Tianjin Chase Sun Pharma",,,,
196265,Unidentified pharmacological activity,CKD-383,,,,
196311,Unidentified pharmacological activity,KDF-1901,,,,
196329,Unidentified pharmacological activity,YP-01001,,,,
196338,Unidentified pharmacological activity,LS-HB,,,,
196418,Unidentified pharmacological activity,CY-150112,,,,
196455,Unidentified pharmacological activity,MIB-626,,,,
196470,Unidentified pharmacological activity,TQC-3721,,,,
196481,Unidentified pharmacological activity,OBP-2011,,,,
196485,Unidentified pharmacological activity,MH-004,,,,
196541,Unidentified pharmacological activity,IAH-0968,,,,
196559,Unidentified pharmacological activity,AIT-101,,,,
196608,Unidentified pharmacological activity,RLD2001-1,,,,
196642,Unidentified pharmacological activity,FL-058,,,,
196688,Unidentified pharmacological activity,"levomethadone once-weekly, Lyndra Therapeutics",,,,
196782,Unidentified pharmacological activity,DWJ1521,,,,
196931,Unidentified pharmacological activity,RLD2001-2,,,,
196955,Unidentified pharmacological activity,HRS-2543,,,,
197007,Unidentified pharmacological activity,SMR-7694,,,,
197190,Unidentified pharmacological activity,NO-13065,,,,
197236,Unidentified pharmacological activity,QP-001,,,,
197248,Unidentified pharmacological activity,"PT-001, PulmoSIM Therapeutics",,,,
197260,Unidentified pharmacological activity,SIM-270,,,,
197341,Unidentified pharmacological activity,"50561, Beijing Joekai Biotechnology",,,,
197380,Unidentified pharmacological activity,JNJ-67835989,,,,
197381,Unidentified pharmacological activity,JNJ-68179280,,,,
197412,Unidentified pharmacological activity,Lumina,,,,
197458,Unidentified pharmacological activity,BR-9003,,,,
197479,Unidentified pharmacological activity,SIM-1910-09,,,,
197482,Unidentified pharmacological activity,"AlloGen, Vivex Biologics",,,,
197486,Unidentified pharmacological activity,T7082,,,,
197518,Unidentified pharmacological activity,HR-091506,,,,
197613,Unidentified pharmacological activity,WID-CLZ18,,,,
197618,Unidentified pharmacological activity,FID123238,,,,
197634,Unidentified pharmacological activity,HS-10360,,,,
197642,Unidentified pharmacological activity,"B-006, Shanghai Pharmaceuticals Holding",,,,
197695,Unidentified pharmacological activity,TQD-3606,,,,
197698,Unidentified pharmacological activity,XZP-6019,,,,
197712,Unidentified pharmacological activity,LB-P8,,,,
197761,Unidentified pharmacological activity,KL-590586,,,,
197770,Unidentified pharmacological activity,Product-118,,,,
